Publishers,Game,Metascore
Digitalmindsoft,Command & Conquer: Red Alert 3 - Uprising,79.0
Curve Games,"Hot Dogs, Horseshoes & Hand Grenades",79.0
Klei Entertainment,Assassin's Creed Origins,79.0
THQ Nordic,Townscaper,79.0
Something We Made,Last Resort Island,79.0
Bohemia Interactive,A Hat in Time,79.0
Blyts,Farm Mania: Hot Vacation,79.0
Soldak Entertainment,Traum,79.0
Tale of Tales,Blocksplode,79.0
Tale of Tales,Blockus' Adventures,79.0
Blyts,Farm Mania 2,79.0
Digital Eel,Regalia: Of Men and Monarchs,79.0
Digital Eel,Reflex Arena,79.0
Digital Eel,RefleX,79.0
Soldak Entertainment,Traurig Secrets: Prologue,79.0
Curve Games,Homeworld: Deserts of Kharak,79.0
SCS Software,Path of Exile,79.0
SEGA,Marvel vs. Capcom: Infinite,79.0
The Irregular Corporation,Europa Universalis III: Divine Wind,79.0
Question,Kinzoku No Catana,79.0
Activision,Command & Conquer 3: Tiberium Wars,79.0
Team17,Wild Terra Online,79.0
Devolver Digital,Calamari Clash,79.0
Devolver Digital,Cake Bash,79.0
WarpFrog,BIT.TRIP RUNNER,79.0
Thunder Lotus Games,Deus Ex: Invisible War,79.0
"Brian Lancaster, Laughing Coyote Software",Call of War: World War 2,79.0
Devolver Digital,A Small Favor,79.0
Cylinder Studios,Chaos on Deponia,79.0
PLAYISM,Ai no Uta,79.0
"CAPCOM Co., Ltd.",Commandos: Beyond the Call of Duty,79.0
Morteshka,Kitty Rescue,79.0
Paradox Interactive,YIIK: A Postmodern RPG,79.0
Morteshka,Kittypocalypse,79.0
Desertkun,Broken Age,79.0
Question,Kinky Fight Club,79.0
Devolver Digital,An Interesting Journey of Monsieur PAF,79.0
Xbox Game Studios,KovaaK's,79.0
Thunder Lotus Games,Kingdom Rush Frontiers - Tower Defense,79.0
Siege Camp,Hunger Dungeon,79.0
Artifice Studio,Fade to Silence,79.0
Artifice Studio,FAIRY TAIL,79.0
Ubisoft,Hand of Fate,79.0
PQube,Dr. Science quest,79.0
PQube,Double Dragon: Neon,79.0
THE BROTHERHOOD,HoPiKo,79.0
THE BROTHERHOOD,Hope Lake,79.0
PQube,Double Dragon IV,79.0
Vankrupt Games,SAS: Zombie Assault 4,79.0
Electronic Arts,Battle Brothers,79.0
Question,Kira,79.0
Suspicious Developments,Holodrive,79.0
Panic,Twilight Struggle,79.0
Artifice Studio,Faefever,79.0
Rückert Broductions,HelloWorld:ESCAPE,79.0
Devolver Digital,Elsewhere High: Chapter 1 - A Visual Novel,79.0
"Contingent99, Humble Games",Amorous,79.0
Electronic Arts,DEATHLOOP,79.0
PLAYISM,AI Escort,79.0
Skullcap Studios,Blockstorm,79.0
"Contingent99, Humble Games",Among the Sleep - Enhanced Edition,79.0
Suspicious Developments,Holy Potatoes! A Weapon Shop?!,79.0
Artifice Studio,Fadeout: Underground,79.0
Ubisoft,港詭實錄ParanormalHK,79.0
Activision,Rabiez: Epidemic,79.0
NEOWIZ,Cooking Witch,78.0
Humble Games,Gods and Idols,78.0
Nightdive Studios,Tales of Monkey Island: Complete Season,78.0
Serious Bros.,Achaem,78.0
Something Classic Games LLC,Hope Trigger,78.0
NEOWIZ,Control Craft 3,78.0
Square Enix,Life is Strange: True Colors,78.0
Nomad Assembly,Dungeon of the ENDLESS,78.0
Paradox Interactive,The Age of Decadence,78.0
SOEDESCO,Wild Warfare,78.0
Perfect World Entertainment,Mass Effect (2007),78.0
PQube,Circuit: Laser Maze,78.0
No More Robots,Humanity Asset,78.0
SOEDESCO,Poker Master,78.0
Hyperstrange,Fantasy Mosaics 27: Secret Colors,78.0
Stardock Entertainment,Blacklight: Tango Down,78.0
Stardock Entertainment,Blackjack Championship,78.0
Stardock Entertainment,Black Sails - The Ghost Ship,78.0
SteelRaven7,Soda Dungeon 2,78.0
Hyperstrange,Fantasy Mosaics 33: Inventor's Workshop,78.0
MyDearest Inc.,Child vs Clowns,78.0
Hyperstrange,Fantasy Mosaics 34: Zen Garden,78.0
"LucasArts, Lucasfilm, Disney",Dinner Date,78.0
"Joe Richardson, SUPERHOT PRESENTS",Knights of the Tiny Table,78.0
Osumia Games,Supraball,78.0
Focus Entertainment,Hoppup!,78.0
Focus Entertainment,FreeCell Quest,78.0
NEOWIZ,Cooking Simulator VR,78.0
Slitherine Ltd.,Runic Rampage - Action RPG,78.0
Square Enix,The Solus Project,78.0
Serious Bros.,AchBall,78.0
Perfect World Entertainment,Mass Effect 2 (2010),78.0
NEOWIZ,Coral Quest,78.0
Paradox Interactive,RollerCoaster Tycoon 3: Platinum,78.0
Humble Games,GOD EATER 3,78.0
Klei Entertainment,Kidnapped Girl,78.0
SUPERHOT Team,Super Mega Neo Pug,78.0
Laundry Bear Games,"Spy Fox in ""Dry Cereal""",78.0
Nival,NEOVERSE,78.0
Nival,Ball at Work: The Ultimate Speedrun Platformer!,78.0
"FromSoftware, Inc, BANDAI NAMCO Entertainment",Dishonored: Death of the Outsider,78.0
Serious Bros.,Acheron's Souls,78.0
Something Classic Games LLC,HOPE VR: Progressive Meditation,78.0
Image & Form Games,Starpoint Gemini Warlords,78.0
Humble Games,Godfall Ultimate Edition,78.0
SUPERHOT Team,Super Robot Wars 30,78.0
PLAYISM,Monsteria,78.0
No More Robots,Albert Mort - Desert Heat,78.0
No More Robots,Album Corvus,78.0
"PopCap Games, Inc., Electronic Arts",Sparkle ZERO,78.0
Focus Entertainment,Free road,78.0
SOEDESCO,Wildermyth,78.0
"NIS America, Inc.",Fast Food Mania 3D,78.0
Sparpweed,Invisible Mind,78.0
Scott Cawthon,Himno,78.0
Paradox Interactive,Rogue Legacy,78.0
Raw Fury,The Juicer,78.0
Neople,Epic Roller Coasters,78.0
Mooneye Studios,World of Subways 3 – London Underground Circle Line,78.0
KillHouse Games,Eastside Hockey Manager,78.0
Raw Fury,Wanderlust Adventures,78.0
Kalypso Media Digital,99 Spirits,78.0
Ska Studios,SCP: Labrat,78.0
Mooneye Studios,Worms,78.0
NEOWIZ,Containment: The Zombie Puzzler,78.0
GATO STUDIO,Power of the Ancients,78.0
Square Enix,the static speaks my name,78.0
Square Enix,Three Digits,78.0
"Spike Chunsoft Co., Ltd.",Yakuza: Like a Dragon,78.0
Kasedo Games,Volgarr the Viking,78.0
"Grey Box, Six Foot",Drums Hero PC,78.0
PlayStation PC LLC,Make it indie!,78.0
Ronimo Games,Metin2,78.0
Neople,Epic Battle Fantasy 4,78.0
Raw Fury,War Blade,78.0
"Joe Richardson, SUPERHOT PRESENTS",Knights Rubbish,78.0
Heart Machine,Inferna,78.0
Kalypso Media Digital,A Bird Story,78.0
Funcom,NEKOPARA Extra,78.0
Funcom,NEKOPARA Vol. 3,78.0
SkyGoblin,BLIND,78.0
Messhof,Operation: New Earth,78.0
"Platonic Partnership, Nakana.io",Football Mogul 15,78.0
Modus Games,Tomb Raider V: Chronicles,78.0
Neon Doctrine,Black Island,78.0
GATO STUDIO,Power of Ten - Demo,78.0
Neon Doctrine,Black Jack Story,78.0
Neon Doctrine,Black Jewel,78.0
Headup,Mutation Mayhem,78.0
Numinous Games,Birth ME Code,78.0
"Platonic Partnership, Nakana.io",Football Mogul 2014,78.0
Numinous Games,Birth of a Hunter,78.0
SkyGoblin,Blind Battle Championship,78.0
"Square Enix, Feral Interactive (Mac)",The Way of Life Free Edition,78.0
Square Enix,Thirty Flights of Loving,78.0
"Retrovibe, gaming company",Grisaia Phantom Trigger Vol.1,78.0
Spiderweb Software,Skilltree Saga,78.0
Paradox Interactive,Battle Islands,78.0
Paradox Interactive,Battleborn,78.0
Spiderweb Software,Skinwalker Hunt,78.0
HitGrab,Cyber Fight Challenge,78.0
Square Enix,The Stalin Subway,78.0
"Nicalis, Inc.",Banana Hunter,78.0
Scott Cawthon,Hide and Shriek,78.0
Spiderweb Software,Ski Sniper,78.0
Ronimo Games,Metro 2033 Redux,78.0
Spiderweb Software,SKIPCHASER,78.0
Frictional Games,Cavern of Time,78.0
Nacon,Heroine of the Sniper,78.0
"LucasArts, Lucasfilm, Disney",Star Chronicles: Delta Quadrant,78.0
Frictional Games,Celestian Tales: Old North,78.0
"LucasArts, Lucasfilm, Disney",Stacking,78.0
Nacon,Heroine Anthem Zero 2 : Scalescars Oath,78.0
Kalypso Media Digital,Governor of Poker 2 - Premium Edition,78.0
"Nicalis, Inc.",Banana Hell,78.0
Kalypso Media Digital,Grab the Bottle,78.0
Nacon,Heroines of Swords & Spells,78.0
Rebellion,Persona 4 Golden,78.0
Kalypso Media,A grande bagunça espacial - The big space mess,78.0
Rockstar Games,Mercenary Kings: Reloaded Edition,78.0
Gaijin Entertainment,Pivvot,78.0
Kalypso Media,A New Beginning - Final Cut,78.0
Mixed Realms Pte Ltd,Bad Credit,78.0
Rockstar Games,Men of War: Vietnam,78.0
Mossmouth,SpedV,78.0
New Blood Interactive,Bishojo Mangekyo Kotowari to Meikyu no Shojo,78.0
Mixed Realms Pte Ltd,Bad Cat,78.0
Mixed Realms Pte Ltd,BAD DAY,78.0
SEGA,Space Hulk: Deathwing,78.0
"KOEI TECMO GAMES CO., LTD.",Orbt XL,78.0
Nacon,HexON,78.0
HitGrab,CYBER FURRY GIRL,78.0
"Nicalis, Inc.",Cosmic Dust & Rust,78.0
Nival,BallBoi,78.0
505 Games,Damned,78.0
Binary Haze Interactive,Fake Hostel,78.0
Electronic Arts,Cadria Item Shop,78.0
Xbox Game Studios,Door Kickers: Action Squad,78.0
Xbox Game Studios,Five Nights at Freddy's 4,78.0
"The Arcade Crew, Gamera Games (China)","Agoraphobia ""Knock Knock""",78.0
Elden Pixels,Panzer Paladin,78.0
Elden Pixels,Panzer Killer,78.0
Bethesda-Softworks,Rocket Arena,78.0
"Varkian Empire, Deck13",Gluon,78.0
Butterscotch Shenanigans,银魂：Silver Soul,78.0
"David OReilly, PLAYISM (Japan)",BASEBALL STARS 2,78.0
"David OReilly, PLAYISM (Japan)",Barrow Hill: Curse of the Ancient Circle,78.0
"David OReilly, PLAYISM (Japan)",Baseball Mogul 2015,78.0
Auroch Digital,Deadly Step,78.0
Butterscotch Shenanigans,逃出图书馆(Escape from Library),78.0
Butterscotch Shenanigans,Finding Teddy,78.0
Terry Cavanagh,Velvet Assassin,78.0
"Walkabout, Different Tales",Phantasmagoria 2: A Puzzle of Flesh,78.0
Adult Swim Games,Battlemage,78.0
"Walkabout, Different Tales",Phantaruk,78.0
1C Entertainment,Thea 2: The Shattering,78.0
Adriaan de Jongh,Star Control III,78.0
Adriaan de Jongh,Star Control I and II,78.0
Bishop Armstrong,X-Blades,78.0
WB Games,Jazzpunk: Director's Cut,78.0
Auroch Digital,Deadly Stigma,78.0
The Behemoth,CHRONO CROSS: THE RADICAL DREAMERS EDITION,78.0
Eastshade Studios,Meltdown,78.0
Electronic Arts,Megadimension Neptunia VII,78.0
Electronic Arts,"Warhammer 40,000: Dawn of War II: Retribution",78.0
Electronic Arts,To the Edge of the Sky,78.0
Electronic Arts,To End All Wars,78.0
Vlambeer,Out There Somewhere,78.0
Electronic Arts,No Time To Explain Remastered,78.0
"CE-Asia, 505 Games",Tube Tycoon,78.0
Bethesda Softworks,FootLOL: Epic Soccer League,78.0
Bethesda Softworks,"Football, Tactics & Glory",78.0
"CE-Asia, 505 Games",True or False,78.0
Daedalic Entertainment,The Detail,78.0
Electronic Arts,Memoir '44 Online,78.0
Electronic Arts,Let the Cat in,78.0
The Behemoth,CHUCHEL,78.0
Suspicious Developments,Hero's Hour,78.0
Daedalic Entertainment,The Dig,78.0
Daedalic Entertainment,The End Is Nigh,78.0
Daedalic Entertainment,The Red Stare,78.0
Electronic Arts,Flow Gear Racing,78.0
Daedalic Entertainment,The Rewinder,78.0
Electronic Arts,Flow,78.0
Xbox Game Studios,DOOM VFR,78.0
The Behemoth,Chronicles of a Dark Lord: Rhapsody Clash,78.0
Electronic Arts,ECHO,78.0
Nival,Ballfrog,78.0
"Walkabout, Different Tales",Peter's Adventures in English [Learn English],78.0
Eastshade Studios,Megaton Rainfall,78.0
Bethesda Softworks,Duke Nukem 3D: 20th Anniversary World Tour,78.0
505 Games,CyberTaxi,78.0
Yacht Club Games,SiN Episodes: Emergence,78.0
"Brace Yourself Games, Klei Entertainment",Death's Gambit: Afterlife,78.0
Devolver Digital,Flywrench,78.0
BANDAI NAMCO Entertainment,PRO EVOLUTION SOCCER 2019 LITE,78.0
THQ Nordic,Logitech VR Ink Driver,78.0
Devolver Digital,Neon Chrome,78.0
"Dotemu, Yooreka Studio (Greater China)",Steel Division: Normandy 44,78.0
Team Reptile,Mad Games Tycoon 2,78.0
505 Games,Cybershoes,78.0
BANDAI NAMCO Entertainment,Space Pilgrim Episode II: Epsilon Indi,78.0
Devolver Digital,The Descendant,78.0
505 Games,Barn Finders,78.0
Devolver Digital,Brindilyl Legends: The Story of Landon,78.0
Untame,Evening Surprise,78.0
505 Games,Aeon,78.0
Untame,EVE: Valkyrie – Warzone,78.0
Doborog Games,Crossroads Inn Anniversary Edition,78.0
505 Games,Aeolis Tournament,78.0
505 Games,AEON BLOOD,78.0
505 Games,6Souls,78.0
Zeboyd Games,DEEMO -Reborn-,78.0
Zeboyd Games,Deep Dungeons of Doom,78.0
TaleWorlds Entertainment,Graveyard Keeper,78.0
TT Games,LoveBeat,78.0
Devolver Digital,FOCUS on YOU,78.0
Devolver Digital,Brimstone Manor,78.0
Xbox Game Studios,Gunscape,78.0
DrinkBox Studios,Hentai 3018,78.0
BANDAI NAMCO Entertainment,Acceleration of SUGURI X-Edition HD,78.0
EYEFRONT,Prehistoric Marine Monsters,78.0
"EXOR Studios, Surefire.Games",The Legend of Heroes: Trails of Cold Steel,78.0
THQ Nordic,Burstfire,78.0
THQ Nordic,Bus Driver Simulator,78.0
Defiant Development,HEX: Shards of Fate,78.0
id Software,Earth 2150 Trilogy,78.0
Defiant Development,Heroine's Quest: The Herald of Ragnarok,78.0
id Software,Dystopia,78.0
hasuhasu,Pony Island,78.0
VOID Interactive,Sometimes: Success Requires Sacrifice,78.0
Degica,Deep Space Gardening,78.0
Devolver Digital,Brimstone Brawlers - Early Access,78.0
1C Entertainment,theHunter: Primal,78.0
Xbox Game Studios,House Party,78.0
BANDAI NAMCO Entertainment,Fantastic 4 In A Row 2,78.0
ARVORE Immersive Experiences,Guardian of Immortal Mountain(仙山守卫者),78.0
ARVORE Immersive Experiences,Guardian Of December,78.0
Xbox Game Studios,SUCCUBUS: Prologue,78.0
BANDAI NAMCO Entertainment,Fantasy Battles,78.0
THQ Nordic,Hand of the Gods,78.0
BANDAI NAMCO Entertainment,Farming Simulator 17,78.0
Devolver Digital,Brimstone,78.0
THQ Nordic,I Expect You To Die,78.0
Electronic Arts,"Warhammer 40,000: Dawn of War III",78.0
"The Arcade Crew, Gamera Games (China)",AGOS - A Game Of Space,78.0
Supra Games,Supremacy 1914: World War 1,78.0
Beamdog,Baba Is You,78.0
Vertigo Games,Replicators Defence,78.0
Armor Games Studios,Legend of Mana,78.0
Armor Games Studios,Legends of Aethereus,78.0
Vertigo Games,Replay - VHS is not dead,78.0
Armor Games Studios,Legends of Murder Collection,78.0
Viva Media,ViRo Playspace,78.0
Beamdog,ATOM RPG: Post-apocalyptic indie game,78.0
XD,iREC,78.0
Beamdog,Atonement: Scourge of Time,78.0
Amanita Design,ArrowBase,78.0
Beamdog,Back to the Future: The Game,78.0
Bethesda Softworks,DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light,78.0
Amanita Design,ArrowBall,78.0
Alliance,Blockoid,78.0
Alliance,Blocknator,78.0
Facepalm Games,The Night of the Rabbit,78.0
D'Avekki Studios Ltd,KIN,78.0
Vertigo Games,Blood Bowl - Legendary Edition,78.0
FDG Entertainment,Unexplored,78.0
D'Avekki Studios Ltd,Kinacoustic,78.0
Beau Blyth,Higher Critters - 1v4,78.0
D'Avekki Studios Ltd,Kinaman vs Gray Elephant,78.0
17-BIT,RAILROADS Online!,78.0
Choice Provisions,Hextones: Spacetime,78.0
Eyebrow Interactive,Eon Altar,78.0
Tripwire Interactive,RiME,78.0
"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Dude Simulator 3,78.0
"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Due Process,78.0
Arc System Works,Hero Quest: Tower Conflict,78.0
WayForward,Kittypocalypse - Ungoggled,78.0
"Whitethorn Games, WhisperGames",PONCHO,78.0
FireFly Studios,Vampire: The Masquerade - Bloodlines,78.0
FireFly Studios,Valkyria Chronicles,78.0
"Whitethorn Games, WhisperGames",Polynomial 2 - Universe of the Music,78.0
"Whitethorn Games, WhisperGames",Pompom,78.0
Final Form Games,King’s Bounty: Legions,78.0
11 bit studios,Blind Trust,78.0
tinyBuild,WAR DUST | 32 vs 32 Battles,78.0
Transhuman Design,Lara Croft GO,78.0
"Topware Interactive, ACE",Mega Man X Legacy Collection 2,78.0
Creepy Jar,King's Bounty: Armored Princess,78.0
Creepy Jar,Kingdom Rush - Tower Defense,78.0
Creepy Jar,Kingdom Two Crowns,78.0
Annapurna Interactive,Picross Touch,78.0
tinyBuild,War Identity,78.0
Tomorrow Corporation,Super House of Dead Ninjas,78.0
Tomorrow Corporation,I'm on Observation Duty 3,78.0
Tripwire Interactive,Romance of the Three Kingdoms XIII,78.0
Capcom,In Other Waters,78.0
Viva Media,The Lost Battalion: All Out Warfare,78.0
"Epic Games, Inc.",Turnip Boy Commits Tax Evasion,78.0
Daedalic Entertainment,Costume Quest,78.0
Eugen Systems,Airport CEO,78.0
"Epic Games, Inc.",Turbo Dismount,78.0
Eugen Systems,Airships: Conquer the Skies,78.0
"XSEED Games, Marvelous USA, Inc.",Mad Restaurant People,78.0
Alex Rose Games,Item synthesis and dungeon exploration,78.0
Alientrap,Battle Royale Trainer,78.0
Alientrap,Battleground,78.0
Capcom,Donut County,78.0
Warner Bros. Interactive Entertainment,NEKOPARA Vol. 0,78.0
"Epic Games, Inc.",TROUBLESHOOTER: Abandoned Children,78.0
Supergiant Games,Rayman Legends,78.0
Alientrap,Battle Tanks: Legends of World War II,78.0
Ubisoft,Altitude,78.0
Daedalic Entertainment,Cossacks: Back to War,78.0
Capcom,Imperial Glory,78.0
Eugen Systems,Aircar,78.0
"Ysbryd Games, AGM PLAYISM",UBOAT,77.0
Kalypso Media,Infliction,77.0
Sketchy Logic,Clutter Evolution: Beyond Xtreme,77.0
"Ysbryd Games, AGM PLAYISM",UFO Online: Invasion,77.0
"Ysbryd Games, AGM PLAYISM",Uebergame,77.0
Microids,High Speed Cataclysm,77.0
Devolver Digital,Rise of Flight United,77.0
"Paperash Studio, Ateliér Duchů",Death by Game Show,77.0
Devolver Digital,Rise of Industry,77.0
Devolver Digital,Rise of Legions,77.0
Devolver Digital,Rise of the Ancients,77.0
NEOWIZ,Sniper Elite: Nazi Zombie Army,77.0
Sketchy Logic,"Clutter 7: Infinity, Joe's Ultimate Quest",77.0
The Game Bakers,GUILTY GEAR Xrd -SIGN-,77.0
Akupara Games,METALLIC CHILD,77.0
Green Man Gaming Publishing,FLYING PUDDING,77.0
Rebellion,Alien Abduction Experience PC HD,77.0
Total Mayhem Games,Red Alliance,77.0
ACE Team,Seek Girl Ⅵ,77.0
Akupara Games,MetaPhysical,77.0
"Paperash Studio, Ateliér Duchů",Death By Tomato,77.0
Ubisoft,There's Poop In My Soup,77.0
Rebellion,Alien Accident,77.0
Ubisoft,Tom Clancy's Rainbow Six 3 Gold,77.0
Total Mayhem Games,Rebirth:Mr Wang,77.0
Team17,White Noise 2,77.0
Skybound Games,The Raven - Legacy of a Master Thief,77.0
NEXON Korea Corp. & NEXON America Inc.,Vagante,77.0
Team17,Catherine Classic,77.0
Owlchemy Labs,Oneons: Prisoners,77.0
Owlchemy Labs,Onee Chanbara ORIGIN,77.0
Team17,Catch a Falling Star,77.0
Team17,Cataegis : The White Wind,77.0
Ubisoft,Cranium Conundrum,77.0
D3 PUBLISHER,Evolva,77.0
CRITICAL REFLEX,Ninja Blast,77.0
Paradox Interactive,Tom Clancy's Rainbow Six Vegas,77.0
Zeboyd Games,浮世万千之前世今生,77.0
Raw Fury,Hentai Crush,77.0
Digerati,Land It!,77.0
Digerati,Land of an Endless Journey,77.0
Raw Fury,Help,77.0
Nacon,Macro golf,77.0
Nacon,Macroboy Y,77.0
Raw Fury,Hello Neighbor 2 Alpha 1,77.0
Osmotic Studios,Rising Storm Game of the Year Edition,77.0
Osmotic Studios,Risen 3 - Titan Lords,77.0
"Codemasters, Electronic Arts",PGA TOUR 2K21,77.0
Osmotic Studios,Risen 2: Dark Waters,77.0
Mi'pu'mi Games GmbH,MOLOGA,77.0
Zeboyd Games,深海：即刻抉择,77.0
THQ Nordic,bayala - the game,77.0
Raw Fury,Hentai Girl Hime,77.0
Invictus Games Ltd.,"VR New York Story, Settle in New York",77.0
CRITICAL REFLEX,Ninja Castle Escape,77.0
Invictus Games Ltd.,VR NSFW,77.0
Slitherine Ltd.,The VR Museum of Fine Art,77.0
BANDAI NAMCO Entertainment,TDP4:Team Battle,77.0
"Warner Bros. Games, Warner Bros. Interactive Entertainment",Finding Paradise,77.0
Warner Bros. Interactive Entertainment,LoveChoice,77.0
BANDAI NAMCO Entertainment,Tank Force,77.0
I-Illusions,White Pearl,77.0
505 Games,Bound By Flame,77.0
505 Games,Botanicula,77.0
Goldhawk Interactive,Wrecked,77.0
Goldhawk Interactive,Worms Crazy Golf,77.0
Goldhawk Interactive,Worms Blast,77.0
Chucklefish,Strobophagia | Rave Horror,77.0
Coffee Stain Publishing,NBA 2K19,77.0
Chucklefish,Stronghold 3 Gold,77.0
Coffee Stain Publishing,NBA 2K18,77.0
Raw Fury,Republique,77.0
IndieGala,Devil's Eyes,77.0
BANDAI NAMCO Entertainment,Nex Machina,77.0
Panic,Twin Saga,77.0
SUPERHOT Team,Super Sanctum TD,77.0
SEGA,Rising World,77.0
Ice-Pick Lodge,MXGP 2019 - The Official Motocross Videogame,77.0
"Headup, WhisperGames",Black Closet,77.0
"Headup, WhisperGames",Black Circle,77.0
"Headup, Whisper Games",Daymare: 1998,77.0
Housemarque,Pinstripe,77.0
"Headup, Whisper Games",Daylight,77.0
Monogon Games,Eye in the Sky,77.0
Monogon Games,Eye of Odin,77.0
Ubisoft,Might & Magic X - Legacy,77.0
Ubisoft,Might & Magic: Clash of Heroes,77.0
Screenwave Media,Taur,77.0
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Alien Shooter 2: Reloaded,77.0
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Alien Shooter: Revisited,77.0
Ubisoft,ALTF4,77.0
Paradox Interactive,HIVESWAP: ACT 1,77.0
Screenwave Media,Tavern Tycoon - Dragon's Hangover,77.0
SEGA,WWE 2K20,77.0
Ubisoft,Hood: Outlaws & Legends,77.0
Himalaya Studios,Once Upon A Death,77.0
Iceberg Interactive,Behind Closed Doors: A Developer's Tale,77.0
Himalaya Studios,Charset Crossfire,77.0
Xbox Game Studios,Door Kickers 2: Task Force North,77.0
Rival Games Ltd,Miasma Caves,77.0
Darril Arts,Automobiels and the Eisenhower Hiway System the Game,77.0
Darril Arts,Automobile Tycoon,77.0
SEGA,UNDYING,77.0
"Daedalic Entertainment, bilibili(China)",Tropico Reloaded,77.0
"Daedalic Entertainment, bilibili(China)",Tropico 5,77.0
Rival Games Ltd,MHRD,77.0
XGen Studios,Doors of Insanity,77.0
Schell Games,Crucible,77.0
Capcom,Starpoint Gemini 2,77.0
SEGA,Gothic 1,77.0
Second Maze,My Ex-Boyfriend the Space Tyrant,77.0
Paradox Interactive,The Apogee Throwback Pack,77.0
Serenity Forge,Renegade Grounds: Episode 1,77.0
Activision,Comedy Night,77.0
Minor Key Games,Mission Biotech,77.0
Acid Wizard Studio,DG2: Defense Grid 2,77.0
HandyGames,Isoland,77.0
HandyGames,Farming Giant,77.0
HandyGames,Farm Machines Championships 2014,77.0
HandyGames,Farm Life: Natures Adventure,77.0
Minor Key Games,Mitoza,77.0
Rebellion,Soccer Manager 2016,77.0
Annapurna Interactive,Just Die Already,77.0
Annapurna Interactive,Kairo,77.0
IndieGala,Devil's Dungeon,77.0
"Dingaling Productions, LLC",Warspace,77.0
"Six Foot, Grey Box",Samorost 2,77.0
Rebellion,Galactic Federation,77.0
Mixtvision,Freedom Force,77.0
Humble Games,God Mode,77.0
Second Maze,My Free Farm,77.0
Serenity Forge,Remyadry,77.0
HeR Interactive,Gem Collector,77.0
Deep Silver,RIDE 3,77.0
"Harmonix Music Systems, Inc",CloudCity VR,77.0
